lemma_plural,lemma_singular,classification
água-compridenses,água-compridense,A+NA:mp:fp
água-de-cana,água-de-cana,N+NDN:fs
água-de-cheiro,água-de-cheiro,N+NDN:fs
água-de-coco,água-de-coco,N+NDN:fs
água-de-colônia,água-de-colônia,N+NDN:fs
água-de-oxalá,água-de-oxalá,N+NDN:fs
água-docense,água-docense,A+NA:ms:fs
água-docenses,água-docense,A+NA:mp:fp
água-emendada,água-emendada,N+NN:fs
água-forte,água-forte,N+NA:fs
água-furtada,água-furtada,N+NA:fs
água-morna,água-morna,N+NA:ms:fs
água-mãe,água-mãe,N+NN:fs
água-pedrense,água-pedrense,A+NA:ms:fs
água-pedrenses,água-pedrense,A+NA:mp:fp
água-pretense,água-pretense,A+NA:ms:fs
água-pretenses,água-pretense,A+NA:mp:fp
água-redonda,água-redonda,N+NN:fs
água-régia,água-régia,N+NN:fs
água-suja,água-suja,N+NA:fs
água-viva,água-viva,N+NN:fs
águas-belense,águas belense,A:ms:fs
águas-belenses,águas-belense,A+NA:mp:fp
águas-brutas,água-bruta,N+NA:fp
águas-de-cana,água-de-cana,N+NDN:fp
águas-de-cheiro,água-de-cheiro,N+NDN:fp
águas-de-coco,água-de-coco,N+NDN:fp
águas-de-colônia,água-de-colônia,N+NDN:fp
águas-de-oxalá,água-de-oxalá,N+NDN:fp
águas-emendadas,água-emendada,N+NN:fp
águas-formosense,águas-formosense,A+NA:ms:fs
águas-formosenses,águas-formosense,A+NA:mp:fp
águas-fortes,água-forte,N+NA:fp
águas-furtadas,água-furtada,N+NA:fp
águas-mornas,água-morna,N+NA:mp:fp
águas-mães,água-mãe,N+NN:fp
águas-redondas,água-redonda,N+NN:fp
águas-régias,água-régia,N+NN:fp
águas-sujas,água-suja,N+NA:fp
águas-vivas,água-viva,N+NN:fp
álvaro-carvalhense,álvaro-carvalhense,A+NA:ms:fs
álvaro-carvalhenses,álvaro-carvalhense,A+NA:mp:fp
árabe-saudita,árabe-saudita,A+NA:ms:fs
árabe-sauditas,árabe-saudita,A+NA:mp:fp
ântero-posteriores,antero-posterior,A+NA:mp:fp
ântero-superior,ântero-superior,A+NA:ms:fs
ântero-superiores,ântero-superior,A+NA:mp:fp
ítalo-brasileira,ítalo-brasileiro,A+NA:fs
ítalo-brasileiras,ítalo-brasileiro,A+NA:fp
ítalo-brasileiro,ítalo-brasileiro,A+NA:ms
ítalo-brasileiros,ítalo-brasileiro,A+NA:mp
ópera-balé,ópera-balé,N+NN:fs
óperas-balés,ópera-balé,N+NN:fp
